Transaktionsexport;;;;;;2026-09-05 14:43:46
2025-12-22;2025-12-22;JOHN HENRIC NK GBG;GOETEBORG;SEK;0.0;1999.0
2025-12-22;2025-12-23;NK KOK & DESIGN GBG;GA.TEBORG;SEK;0.0;2090.0
2025-12-22;2025-12-23;SE01020 TZ-SHOP;GOTEBORG;SEK;0.0;5.0
2025-12-22;2025-12-23;SE01020 TZ-SHOP;GOTEBORG;SEK;0.0;90.0
2025-12-22;2025-12-23;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;111.0
2025-12-22;2025-12-23;ZETTLE_*SAD RETAIL GRO;GOTEBORG;SEK;0.0;950.0
2025-12-21;2025-12-22;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;54.0
2025-12-21;2025-12-22;NK KOK & DESIGN GBG;GA.TEBORG;SEK;0.0;278.0
2025-12-21;2025-12-22;WIDING O STOLLMAN;GOTEBORG;SEK;0.0;898.0
2025-12-20;2025-12-22;FOODORA AB;STOCKHOLM;SEK;0.0;622.0
2025-12-20;2025-12-22;SVEA*GOLVVARMEB;HALMSTAD;SEK;0.0;66.0
2025-12-19;2025-12-22;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;170.3
2025-12-19;2025-12-22;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;207.6
2025-12-18;2025-12-19;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;90.9
2025-12-18;2025-12-19;SE01020 TZ-SHOP;GOTEBORG;SEK;0.0;580.0
2025-12-18;2025-12-18;SPOTIFY P3D89E7989;STOCKHOLM;SEK;0.0;129.0
2025-12-18;2025-12-19;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;263.52
2025-12-16;2025-12-16;ESPRESSO HOUSE 236;GOETEBORG;SEK;0.0;84.0
2025-12-16;2025-12-16;HOLY GREENS AB;MALMOE;SEK;0.0;175.0
2025-12-16;2025-12-16;NETFLIX.COM;LOS GATOS;SEK;0.0;199.0
2025-12-16;2025-12-17;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;177.35
2025-12-15;2025-12-15;JOE  THE JUICE NG AB;STOCKHOLM;SEK;0.0;352.0
2025-12-14;2025-12-15;SVEA*GOLVVARMEB;HALMSTAD;SEK;0.0;89.0
2025-12-14;2025-12-15;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;246.2
2025-12-13;2025-12-15;KLARNA BONNIER-LOCAL;STOCKHOLM;SEK;0.0;25.0
2025-12-13;2025-12-15;SE01020 TZ-SHOP;GOTEBORG;SEK;0.0;90.0
2025-12-13;2025-12-15;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;396.0
2025-12-13;2025-12-15;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;24.9
2025-12-13;2025-12-15;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;308.9
2025-12-13;2025-12-15;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;395.34
2025-12-12;2025-12-15;AHLENS GOETEBORG KUNGS;GOETEBORG;SEK;0.0;114.0
2025-12-12;2025-12-15;ARKET SE0702;GOETEBORG;SEK;0.0;149.0
2025-12-12;2025-12-12;KLARNA APOTEA.SE;STOCKHOLM;SEK;0.0;321.0
2025-12-12;2025-12-15;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;147.66
2025-12-12;2025-12-15;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;222.23
2025-12-11;2025-12-12;ALDARDO;GOTEBORG;SEK;0.0;155.0
2025-12-11;2025-12-12;S O LARSSON;GOTEBORG;SEK;0.0;99.0
2025-12-11;2025-12-12;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-12-10;2025-12-11;ARKET SE0702;GOETEBORG;SEK;0.0;540.0
2025-12-10;2025-12-11;BANH MI SHOP;GOTEBORG;SEK;0.0;125.0
2025-12-10;2025-12-10;ESPRESSO HOUSE 236;GOETEBORG;SEK;0.0;84.0
2025-12-10;2025-12-11;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;191.5
2025-12-09;2025-12-09;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-12-09;2025-12-10;CLAS OHLSON;GOTEBORG;SEK;0.0;969.0
2025-12-09;2025-12-10;FOODORA AB;STOCKHOLM;SEK;0.0;281.4
2025-12-09;2025-12-10;HOLY GREENS AB;MALMOE;SEK;0.0;139.0
2025-12-09;2025-12-09;SATS KOMPASSEN;GOETEBORG;SEK;0.0;28.0
2025-12-08;2025-12-08;ESPRESSO HOUSE 363;GOETEBORG;SEK;0.0;84.0
2025-12-08;2025-12-09;LIDL329GBGKUNGSGATAN;GOTERBORG;SEK;0.0;79.8
2025-12-07;2025-12-08;KLARNA SMALANDSGRAN;STOCKHOLM;SEK;0.0;1315.0
2025-12-07;2025-12-08;NINTENDO CB1515360161;FRANKFURT AM;SEK;0.0;19.0
2025-12-07;2025-12-08;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;68.0
2025-12-07;2025-12-08;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;102.0
2025-12-06;2025-12-08;AHLENS GOETEBORG KUNGS;GOETEBORG;SEK;0.0;396.0
2025-12-06;2025-12-08;AMAZON PRIME;LUXEMBOURG;SEK;0.0;69.0
2025-12-06;2025-12-08;CONDECO AB;GOTEBORG;SEK;0.0;254.0
2025-12-06;2025-12-08;VACKER NK GÖTEB;GOTEBORG;SEK;0.0;297.0
2025-12-06;2025-12-08;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;202.4
2025-12-05;2025-12-08;7-ELEVEN GBG KUNGSGATA;GOETEBORG;SEK;0.0;59.0
2025-12-05;2025-12-08;JOEANDTHEJUICE;GATEBORG;SEK;0.0;184.0
2025-12-05;2025-12-08;S O LARSSON;GOTEBORG;SEK;0.0;124.0
2025-12-05;2025-12-08;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;272.8
2025-12-05;2025-12-08;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;301.39
2025-12-04;2025-12-05;AFTONBLADET.SE;STOCKHOLM;SEK;0.0;1.0
2025-12-04;2025-12-04;ESPRESSO HOUSE 236;GOETEBORG;SEK;0.0;107.0
2025-12-03;2025-12-03;7-ELEVEN GBG KUNGSGATA;GOETEBORG;SEK;0.0;34.0
2025-12-02;2025-12-03;PASTOR - STORA SALUHAL;GOTEBORG;SEK;0.0;135.0
2025-12-02;2025-12-05;W*MMSPORTS.SE;ASKIM;SEK;0.0;1099.0
2025-12-01;2025-12-02;ARKET SE0702;GOETEBORG;SEK;0.0;149.0
2025-12-01;2025-12-02;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;129.37
2025-12-01;2025-12-02;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;242.3
2025-11-30;2025-12-01;ELLOS AB;BORAS;SEK;0.0;3148.1
2025-11-29;2025-12-01;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;28.0
2025-11-29;2025-12-01;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;35.0
2025-11-29;2025-12-01;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;39.9
2025-11-29;2025-12-01;AVARDA*BAGAREN OCH KOC;G TEBORG;SEK;0.0;997.0
2025-11-29;2025-12-01;MIO E-HANDEL AB;TIBRO;SEK;0.0;22427.2
2025-11-29;2025-12-01;NORDISKA GALLERIET GOT;MOLNDAL;SEK;0.0;400.0
2025-11-29;2025-12-01;THE MELODY CLUB;GOTEBORG;SEK;0.0;65.0
2025-11-29;2025-12-01;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-11-29;2025-12-01;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;302.3
2025-11-29;2025-12-01;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;326.31
2025-11-28;2025-12-01;AGNAS GLOGG;FJARAS;SEK;0.0;45.0
2025-11-28;2025-12-01;HARMONI DUMPLINGS;GOTEBORG;SEK;0.0;210.0
2025-11-28;2025-12-01;HBOMAX HELP.HBOMAX.COM;STOCKHOLM;SEK;0.0;74.5
2025-11-28;2025-12-01;KICKS 814 KUNGSG, GO;GOTEBORG;SEK;0.0;1086.25
2025-11-28;2025-12-01;LOOMISP*STEINBRENNER N;GOTEBORG;SEK;0.0;71.0
2025-11-28;2025-12-01;PP TRADING VARM CHOKLA;GOTEBORG;SEK;0.0;55.0
2025-11-28;2025-12-01;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;85.6
2025-11-27;2025-11-27;ESPRESSO HOUSE 236;GOETEBORG;SEK;0.0;84.0
2025-11-27;2025-11-28;JOEANDTHEJUICE;GATEBORG;SEK;0.0;203.0
2025-11-27;2025-11-28;LIDL329GBGKUNGSGATAN;GOTEBORG;SEK;0.0;35.9
2025-11-26;2025-11-27;BEETS;GOTEBORG;SEK;0.0;318.0
2025-11-26;;BETALT BG DATUM 251126;;SEK;0.0;-33796.55
2025-11-26;2025-11-26;ESPRESSO HOUSE 236;GOETEBORG;SEK;0.0;84.0
2025-11-26;2025-11-27;LIDL329GBGKUNGSGATAN;STOCKHOLM;SEK;0.0;109.78
2025-11-25;2025-11-25;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-11-25;2025-11-26;LIDL329GBGKUNGSGATAN;GOTEBORG;SEK;0.0;18.8
2025-11-24;2025-11-25;PASTOR - STORA SALUHAL;GOTEBORG;SEK;0.0;145.0
2025-11-24;2025-11-25;S O LARSSON;GOTEBORG;SEK;0.0;99.0
2025-11-24;2025-11-25;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;255.09
2025-11-23;2025-11-24;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;50.0
2025-11-23;2025-11-24;THAICORNERILINDOMEAB;LINDOME;SEK;0.0;615.0
2025-11-23;2025-11-24;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;95.0
2025-11-22;2025-11-24;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;314.7
2025-11-22;2025-11-24;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;102.0
2025-11-22;2025-11-24;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;272.25
2025-11-22;2025-11-24;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;462.96
2025-11-21;2025-11-24;ALDARDO;GOTEBORG;SEK;0.0;300.0
2025-11-21;2025-11-21;BOLT.EU/O/2511202215;TALLINN;SEK;0.0;84.0
2025-11-21;2025-11-24;ELBODEN I GBG;GOTEBORG;SEK;0.0;267.0
2025-11-21;2025-11-24;FOODORA AB;STOCKHOLM;SEK;0.0;592.0
2025-11-21;2025-11-21;KRONANS APOTEK AB;GOETEBORG;SEK;0.0;552.29
2025-11-20;2025-11-20;ESPRESSO HOUSE 236;GOETEBORG;SEK;0.0;84.0
2025-11-20;2025-11-21;MASAKI HALSOSUSHI AB;GOTEBORG;SEK;0.0;298.0
2025-11-20;2025-11-21;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;104.0
2025-11-19;2025-11-20;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;63.0
2025-11-19;2025-11-20;ARKET SE0702;GOETEBORG;SEK;0.0;149.0
2025-11-19;2025-11-19;ESPRESSO HOUSE 236;GOETEBORG;SEK;0.0;107.0
2025-11-19;2025-11-20;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;188.77
2025-11-18;2025-11-19;HARMONI DUMPLINGS;GOTEBORG;SEK;0.0;85.0
2025-11-18;2025-11-18;SPOTIFY P3C8515FE4;STOCKHOLM;SEK;0.0;129.0
2025-11-17;2025-11-17;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-11-17;2025-11-18;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;49.0
2025-11-17;2025-11-18;BOLT.EU/O/2511171235;TALLINN;SEK;0.0;94.0
2025-11-17;2025-11-18;FOODORA AB;STOCKHOLM;SEK;0.0;157.0
2025-11-17;2025-11-18;LIDL329GBGKUNGSGATAN;STOCKHOLM;SEK;0.0;38.8
2025-11-17;2025-11-18;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-11-16;2025-11-17;SNUSBOLAGET.SE;HANINGE;SEK;0.0;1356.0
2025-11-16;2025-11-17;SULTAN DONER;GOTEBORG;SEK;0.0;280.0
2025-11-16;2025-11-17;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;282.7
2025-11-15;2025-11-17;ARTILLERIET STORE;GOETEBORG;SEK;0.0;340.0
2025-11-15;2025-11-17;EVION HOTELL &;GOTEBORG;SEK;0.0;42.0
2025-11-15;2025-11-17;EVION HOTELL &;GOTEBORG;SEK;0.0;96.0
2025-11-15;2025-11-17;GOTEBORG CITY MAT &;GOTEBORG;SEK;0.0;130.0
2025-11-15;2025-11-17;NETFLIX.COM;AMSTERDAM;SEK;0.0;199.0
2025-11-15;2025-11-17;NK KOK & DESIGN GBG;GA.TEBORG;SEK;0.0;1399.0
2025-11-15;2025-11-17;PARK LANE RESTA;GOTEBORG;SEK;0.0;224.0
2025-11-15;2025-11-17;SE0234;GOETEBORG;SEK;0.0;552.98
2025-11-15;2025-11-17;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;73.0
2025-11-14;2025-11-17;DELI AND COFFEE;MOLNLYCKE NOR;SEK;0.0;145.0
2025-11-14;2025-11-14;ESPRESSO HOUSE 363;GOETEBORG;SEK;0.0;35.0
2025-11-14;2025-11-17;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;148.23
2025-11-13;2025-11-13;KLARNA BONNIER-LOCAL;STOCKHOLM;SEK;0.0;25.0
2025-11-13;2025-11-14;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;129.27
2025-11-13;2025-11-14;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;132.7
2025-11-12;2025-11-12;ESPRESSO HOUSE 236;GOETEBORG;SEK;0.0;35.0
2025-11-12;2025-11-13;JINX DYNASTY;GOTEBORG;SEK;0.0;1485.0
2025-11-12;2025-11-13;LIDL329GBGKUNGSGATAN;GOTEBORG;SEK;0.0;109.6
2025-11-11;2025-11-12;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;83.0
2025-11-11;2025-11-12;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;51.0
2025-11-11;2025-11-11;HOLY GREENS AB;MALMOE;SEK;0.0;178.0
2025-11-11;2025-11-12;KRONANS APOTEK AB;GOETEBORG;SEK;0.0;150.9
2025-11-11;2025-11-12;STYLE BARBERSHOP;GOTEBORG;SEK;0.0;389.0
2025-11-10;2025-11-11;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;483.73
2025-11-09;2025-11-10;LIVLY;GOTEBORG;SEK;0.0;449.0
2025-11-09;2025-11-10;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;271.81
2025-11-08;2025-11-10;MAXI ICA STORMARKNAD M;MELLBYSTRAND;SEK;0.0;286.71
2025-11-07;2025-11-07;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-11-07;2025-11-10;BROGYLLEN SALUHALL P;GOETEBORG;SEK;0.0;144.0
2025-11-07;2025-11-10;JULA SVERIGE AB 411;GOETEBORG;SEK;0.0;189.5
2025-11-07;2025-11-10;MCDVARBERGNORD;VARBERG;SEK;0.0;388.0
2025-11-07;2025-11-10;NK BEAUTY GBG;GA.TEBORG;SEK;0.0;330.0
2025-11-07;2025-11-10;PARKERING GÖTEB;GÖTEBORG;SEK;0.0;28.0
2025-11-07;2025-11-10;PARKERING GÖTEB;GÖTEBORG;SEK;0.0;83.0
2025-11-07;2025-11-10;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;1234.5
2025-11-06;2025-11-07;AMAZON PRIME;LUXEMBOURG;SEK;0.0;69.0
2025-11-06;2025-11-06;ESPRESSO HOUSE 236;GOETEBORG;SEK;0.0;86.0
2025-11-06;2025-11-07;FOODORA AB;STOCKHOLM;SEK;0.0;345.5
2025-11-06;2025-11-07;HARMONI DUMPLINGS;GOTEBORG;SEK;0.0;85.0
2025-11-05;2025-11-05;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;54.0
2025-11-05;2025-11-06;ALDARDO;GOTEBORG;SEK;0.0;310.0
2025-11-04;2025-11-04;ESPRESSO HOUSE 363;GOETEBORG;SEK;0.0;70.0
2025-11-04;2025-11-04;SATS KOMPASSEN;GOETEBORG;SEK;0.0;28.0
2025-11-03;2025-11-04;IDROTTSREHAB;GA.TEBORG;SEK;0.0;200.0
2025-11-03;2025-11-04;S O LARSSON;GOTEBORG;SEK;0.0;99.0
2025-11-03;2025-11-04;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;132.6
2025-11-02;2025-11-03;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;49.0
2025-11-02;2025-11-03;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;207.65
2025-11-02;2025-11-03;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;248.84
2025-11-01;2025-11-03;BILLDALS BLOMMOR;HOVAS;SEK;0.0;720.0
2025-11-01;2025-11-03;FOODORA AB;STOCKHOLM;SEK;0.0;457.0
2025-11-01;2025-11-03;ICA KVANTUM HOVAS;HOVAS;SEK;0.0;203.7
2025-11-01;2025-11-03;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;138.0
2025-11-01;2025-11-03;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;149.0
2025-11-01;2025-11-03;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-10-31;2025-10-31;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;49.0
2025-10-31;2025-11-03;AHLENS GOETEBORG KUNGS;GOETEBORG;SEK;0.0;263.0
2025-10-31;2025-11-03;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;139.0
2025-10-31;2025-11-03;NK BEAUTY GBG;GA.TEBORG;SEK;0.0;1216.0
2025-10-31;2025-11-03;NK KAFFE, TE & KONFEKT;GA.TEBORG;SEK;0.0;109.0
2025-10-31;2025-11-03;NK KOK & DESIGN GBG;GA.TEBORG;SEK;0.0;129.0
2025-10-31;2025-11-03;S O LARSSON;GOTEBORG;SEK;0.0;99.0
2025-10-31;2025-11-03;SALUHALLEN WRAPSODY;GOETEBORG;SEK;0.0;204.0
2025-10-31;2025-11-03;STADIUM FREDSGA;GOTEBORG;SEK;0.0;1102.0
2025-10-31;2025-11-03;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;277.06
2025-10-30;2025-10-31;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;54.0
2025-10-30;2025-10-31;BUN GBG;GOTEBORG;SEK;0.0;129.0
2025-10-30;2025-10-30;ESPRESSO HOUSE 236;GOETEBORG;SEK;0.0;91.0
2025-10-30;2025-10-31;MR SHOU KUNGSTORGET;GOTEBORG;SEK;0.0;135.0
2025-10-30;2025-10-31;NINTENDO CC1493081666;FRANKFURT AM;SEK;0.0;309.0
2025-10-30;2025-10-31;W*MMSPORTS.SE;ASKIM;SEK;0.0;1099.0
2025-10-30;2025-10-31;ZETTLE_*BABYSCREEN SWE;GOTEBORG;SEK;0.0;4990.0
2025-10-29;2025-10-30;HARMONI DUMPLINGS;GOTEBORG;SEK;0.0;20.0
2025-10-29;2025-10-30;HARMONI DUMPLINGS;GOTEBORG;SEK;0.0;85.0
2025-10-29;2025-10-30;S O LARSSON;GOTEBORG;SEK;0.0;119.0
2025-10-29;2025-10-30;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;116.0
2025-10-28;2025-10-29;CLAS OHLSON;GOTEBORG;SEK;0.0;99.9
2025-10-28;2025-10-28;ESPRESSO HOUSE 236;GOETEBORG;SEK;0.0;86.0
2025-10-28;2025-10-29;HBO NORDIC;STOCKHOLM;SEK;0.0;64.5
2025-10-28;2025-10-29;HOLY GREENS AB;MALMOE;SEK;0.0;129.0
2025-10-28;2025-10-29;JINX DYNASTY;GOTEBORG;SEK;0.0;130.0
2025-10-28;2025-10-29;JOHN HENRIC NK GBG;GOETEBORG;SEK;0.0;1499.0
2025-10-28;2025-10-29;NK BEAUTY GBG;GA.TEBORG;SEK;0.0;330.0
2025-10-28;2025-10-28;SATS KOMPASSEN;GOETEBORG;SEK;0.0;28.0
2025-10-27;;BETALT BG DATUM 251027;;SEK;0.0;-33298.8
2025-10-27;2025-10-28;DELI AND COFFEE;MOLNLYCKE NOR;SEK;0.0;125.0
2025-10-27;2025-10-27;ESPRESSO HOUSE 236;GOETEBORG;SEK;0.0;91.0
2025-10-26;2025-10-27;NEWBODY AB;ASKIM;SEK;0.0;1880.0
2025-10-26;2025-10-27;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;396.14
2025-10-25;2025-10-27;NINTENDO CC1490100850;FRANKFURT AM;SEK;0.0;165.0
2025-10-25;2025-10-27;W*NORDISKAGALLERIET;STOCKHOLM;SEK;0.0;6350.0
2025-10-25;2025-10-27;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;212.8
2025-10-25;2025-10-27;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;255.31
2025-10-24;2025-10-27;JOEANDTHEJUICE;GATEBORG;SEK;0.0;188.0
2025-10-24;2025-10-27;S O LARSSON;GOTEBORG;SEK;0.0;99.0
2025-10-24;2025-10-27;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;153.97
2025-10-23;2025-10-23;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;68.0
2025-10-23;2025-10-24;BEETS;GOTEBORG;SEK;0.0;159.0
2025-10-23;2025-10-24;VOYAGE GBG AB;GOTHENBURG;SEK;0.0;908.43
2025-10-22;2025-10-23;HASSELSSONS MACKLUCKA;GOTEBORG;SEK;0.0;160.0
2025-10-20;2025-10-20;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;49.0
2025-10-19;2025-10-20;EASYPARK;EASYPARK.SE;SEK;0.0;46.5
2025-10-19;2025-10-20;EVENT BOOKING (RACEID);STOCKHOLM;SEK;0.0;480.0
2025-10-19;2025-10-20;PARKERING GÖTEB;GÖTEBORG;SEK;0.0;191.0
2025-10-19;2025-10-20;SNUSBOLAGET.SE;HANINGE;SEK;0.0;1109.7
2025-10-19;2025-10-20;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;207.0
2025-10-19;2025-10-20;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;296.55
2025-10-18;2025-10-20;CHOPCHOP EUROST;OREBRO;SEK;0.0;276.0
2025-10-18;2025-10-20;CIRCLE K OREBRO EUROST;OREBRO;SEK;0.0;104.0
2025-10-18;2025-10-20;CIRCLE K OREBRO EUROST;OREBRO;SEK;0.0;537.81
2025-10-18;2025-10-20;SPOTIFY P3B976EF2B;STOCKHOLM;SEK;0.0;129.0
2025-10-17;2025-10-17;7-ELEVEN GBG KUNGSGATA;GOETEBORG;SEK;0.0;49.0
2025-10-17;2025-10-20;HOTEL AT BOOKING.COM;AMSTERDAM;SEK;0.0;1502.0
2025-10-17;2025-10-17;JOE  THE JUICE NG AB;GOETEBORG;SEK;0.0;168.0
2025-10-17;2025-10-20;MAX BURGERS 2010100_KI;ALINGSAS;SEK;0.0;46.0
2025-10-17;2025-10-20;MAX BURGERS 2010100_KI;ALINGSAS;SEK;0.0;212.0
2025-10-17;2025-10-21;OKQ8;LAXÅ;SEK;0.0;157.0
2025-10-17;2025-10-20;ST1 G¦TEBORG STUREPLAT;G¦TEBORG;SEK;0.0;543.66
2025-10-16;2025-10-16;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;79.0
2025-10-16;2025-10-17;DELI AND COFFEE;MOLNLYCKE NOR;SEK;0.0;157.0
2025-10-16;2025-10-16;NETFLIX.COM;020790637;SEK;0.0;199.0
2025-10-15;2025-10-16;ENOTECA SASSI;GOTEBORG;SEK;0.0;579.6
2025-10-15;2025-10-16;MR SHOU KUNGSTORGET;GOTEBORG;SEK;0.0;135.0
2025-10-15;2025-10-16;TV4 PLAY;STOCKHOLM;SEK;0.0;399.0
2025-10-14;2025-10-14;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;76.0
2025-10-13;2025-10-14;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;94.9
2025-10-13;2025-10-13;KLARNA BONNIER-LOCAL;STOCKHOLM;SEK;0.0;25.0
2025-10-12;2025-10-13;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;80.11
2025-10-12;2025-10-13;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;144.6
2025-10-12;2025-10-13;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;151.18
2025-10-11;2025-10-13;HAGA ESPRESSO;GOTEBORG;SEK;0.0;110.0
2025-10-11;2025-10-13;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;319.79
2025-10-10;2025-10-10;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;76.0
2025-10-10;2025-10-13;VIAPLAY;STOCKHOLM;SEK;0.0;399.0
2025-10-10;2025-10-13;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;216.74
2025-10-10;2025-10-13;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;244.7
2025-10-09;2025-10-10;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;73.0
2025-10-09;2025-10-10;MR SHOU KUNGSTORGET;GOTEBORG;SEK;0.0;135.0
2025-10-08;2025-10-08;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-10-07;2025-10-08;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;55.0
2025-10-07;2025-10-08;HOLY GREENS AB;MALMOE;SEK;0.0;278.0
2025-10-07;2025-10-08;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;285.36
2025-10-06;2025-10-07;AMAZON PRIME;WWW.AMAZON.SE;SEK;0.0;69.0
2025-10-06;2025-10-07;VR RESA;STOCKHOLM;SEK;0.0;-1159.0
2025-10-05;2025-10-06;5151 RITAZZA ST;STOCKHOLM;SEK;0.0;109.0
2025-10-05;2025-10-06;SL;STOCKHOLM;SEK;0.0;43.0
2025-10-05;2025-10-06;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-10-05;2025-10-06;ZETTLE_*CHEAP NOODLES;STOCKHOLM;SEK;0.0;90.0
2025-10-04;2025-10-06;BAP BURGER OCH PASTRAM;STOCKHOLM;SEK;0.0;1133.0
2025-10-04;2025-10-06;ICA SUPERMARKET RINGEN;STOCKHOLM;SEK;0.0;118.7
2025-10-04;2025-10-06;KMARKT TEATERN;STOCKHOLM;SEK;0.0;57.0
2025-10-04;2025-10-06;NYX*SANIBOXAB;NACKA;SEK;0.0;10.0
2025-10-04;2025-10-06;SL;STOCKHOLM;SEK;0.0;129.0
2025-10-03;2025-10-03;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-10-03;2025-10-06;COOP KONSUM T-CENTRALE;STOCKHOLM;SEK;0.0;49.95
2025-10-03;2025-10-06;PASTOR - STORA SALUHAL;GOTEBORG;SEK;0.0;145.0
2025-10-03;2025-10-06;PRESSBYRAN GBG CSTN;GOETEBORG;SEK;0.0;62.0
2025-10-03;2025-10-06;SL;STOCKHOLM;SEK;0.0;43.0
2025-10-03;2025-10-06;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;348.0
